Index,aa,ab,ac,Yh,Yi,Yj,ERM Classification,Correct
2,0.20689675,-0.073045918,-0.14956016,-0.37540856,-0.55058501,0.28621033,2,True
2,0.33180652,-0.10747178,-0.078771915,-0.49540122,-0.50889495,0.30988929,2,True
2,0.34323804,0.015171977,-0.1393243,0.28188304,-0.4925185,0.33659146,2,True
2,0.20038084,0.071755703,-0.19143184,0.48363718,-0.48619243,0.32989912,2,True
2,0.12157767,-0.032065513,-0.16873142,-0.96988232,-0.46462027,0.31351086,2,True
2,0.36235084,-0.031452866,-0.10744415,0.045141339,-0.44528711,0.32557951,2,True
2,0.42888071,0.0048396821,-0.10869775,0.69757518,-0.46495259,0.33037979,2,True
2,0.26920113,0.0076988948,-0.11556435,-0.19510973,-0.48089042,0.3189337,2,True
2,0.16569055,-0.0064721312,-0.052006085,-0.18149152,-0.47508516,0.30983642,2,True
5,0.27406787,-0.0058808765,-0.085375495,-0.7745042,-0.81252615,0.20869561,5,True
5,0.27828741,-0.041062112,-0.12674096,-0.98223458,-0.81443778,0.20492417,5,True
5,0.27612876,-0.026070294,-0.10471869,0.77062699,-0.80867693,0.21178354,5,True
5,0.27969354,-0.0027169221,-0.10791109,0.89706976,-0.80359311,0.21536994,5,True
5,0.28163835,-0.0090713723,-0.11941182,-0.24543616,-0.81027546,0.21027431,5,True
5,0.27590224,-0.012850284,-0.10090045,-0.78758569,-0.8155346,0.20711938,5,True
5,0.27694205,-0.01151486,-0.10280279,0.81998445,-0.81647891,0.2051461,5,True
5,0.27563989,-0.019522094,-0.10544472,-0.66765485,-0.81755735,0.20327677,5,True
5,0.27603758,-0.032415007,-0.11743617,-0.4852446,-0.81569556,0.20484298,5,True
5,0.27806998,-0.037974303,-0.12747263,0.94314608,-0.80952437,0.21157846,5,True
5,0.275122,-0.026515933,-0.11901397,-0.54763574,-0.8021345,0.21988393,5,True
5,0.27630024,-0.01559221,-0.11416426,-0.94479257,-0.79954277,0.22325585,5,True
5,0.28142058,-0.0098636056,-0.10912285,0.93076538,-0.80158325,0.22241055,5,True
5,0.27890107,-0.017881801,-0.093843675,-0.23664936,-0.80513492,0.21945557,5,True
5,0.34453067,0.049935409,-0.1430977,0.82285117,-0.68524183,0.3123867,2,False
5,0.26736078,-0.026065872,-0.11500635,0.022663167,-0.73183624,0.28129257,5,True
5,0.27897416,-0.019073389,-0.1302942,0.69790395,-0.72608406,0.28573831,5,True
5,0.28145031,-0.011035257,-0.11367762,0.2988308,-0.72599418,0.28642091,5,True
5,0.2740304,-0.021858361,-0.09910306,-0.82418393,-0.72820798,0.28503964,5,True
5,0.27772583,-0.019030226,-0.10241405,-0.79249161,-0.72597866,0.28634302,5,True
5,0.28111538,-0.0098786552,-0.10625338,0.62505924,-0.72625367,0.28595188,5,True
5,0.27645357,-0.018010845,-0.11228905,0.71739284,-0.72933115,0.28379911,5,True
5,0.27567563,-0.020057585,-0.1069419,-0.0004216672,-0.72885089,0.28422342,5,True
5,0.2768256,-0.015709181,-0.10187434,-0.54177508,-0.72748935,0.28507463,5,True
5,0.28290591,-0.0077706766,-0.10840101,-0.61989953,-0.72827259,0.28436061,5,True
5,0.28126355,-0.013879939,-0.11701502,0.49853106,-0.7336403,0.28064259,5,True
5,0.27442164,-0.024482573,-0.11325656,-0.095657422,-0.73561002,0.279535,5,True
5,0.27843708,-0.015224217,-0.11007865,-0.84361872,-0.73182191,0.28238143,5,True
5,0.27811293,-0.010469654,-0.098010521,0.60624,-0.73344147,0.28123078,5,True
5,0.27761312,-0.017970806,-0.11157565,0.22212301,-0.73657422,0.27876792,5,True
4,0.19698843,0.14286605,-0.16486795,0.010298236,-0.69035648,-0.093251851,4,True
4,0.24420841,0.014933512,-0.089518919,0.33522277,-0.62977975,-0.14678416,4,True
4,0.28195272,-0.026478702,-0.10927149,0.3175936,-0.60368731,-0.16399429,4,True
4,0.27808571,-0.014304408,-0.11249739,0.43954146,-0.60884995,-0.16021766,4,True
4,0.27871881,-0.016347466,-0.10563141,0.33029746,-0.60843123,-0.1609138,4,True
4,0.27933263,-0.017999211,-0.10861878,0.044402792,-0.60759082,-0.16127715,4,True
4,0.28095401,-0.018437971,-0.11076416,-0.27694996,-0.60822686,-0.1608887,4,True
4,0.28026862,-0.018878295,-0.10782997,-0.12692509,-0.60987018,-0.15995248,4,True
4,0.27833697,-0.020052305,-0.1114646,-0.47500284,-0.61091824,-0.15920471,4,True
4,0.2779664,-0.01609872,-0.11108721,0.092025504,-0.61263654,-0.15818118,4,True
4,0.20923873,0.084149892,-0.021305422,-0.17136576,-0.98419465,0.10791322,4,True
4,0.29462806,-0.027245114,-0.10820549,-0.48200233,-0.94794565,0.070384705,5,False
4,0.27871775,-0.0045450488,-0.10955778,-0.51225394,-0.94764037,0.070927056,5,False
4,0.27339366,-0.0058781379,-0.11805182,-0.5569433,-0.9442935,0.066511408,5,False
4,0.27538167,-0.01171832,-0.10776947,-0.50289906,-0.94126737,0.061756206,5,False
4,0.27819956,-0.01239238,-0.10768015,-0.48556995,-0.93851835,0.059456254,5,False
4,0.27721069,-0.015173898,-0.11221943,0.31858202,-0.93669387,0.057989279,5,False
4,0.27549297,-0.014777913,-0.10515393,0.80347801,-0.93595255,0.056973179,5,False
4,0.27721919,-0.01320839,-0.10305949,0.15905647,-0.93393322,0.055773666,5,False
4,0.27637033,-0.014930576,-0.10813847,0.038205996,-0.93110898,0.054159627,5,False
4,0.27790937,-0.016053978,-0.11065788,0.14723194,-0.92904285,0.052728142,5,False
4,0.27927099,-0.014534096,-0.11084121,-0.25903038,-0.92875113,0.052146224,5,False
4,0.27652079,-0.0099752332,-0.10945312,-0.25246923,-0.92823273,0.051041019,5,False
4,0.27500243,-0.010829931,-0.10415964,0.41839717,-0.92586786,0.048891017,5,False
4,0.2751743,-0.017219766,-0.099727414,0.18611574,-0.92126807,0.046250882,5,False
6,0.47880311,-0.022650344,-0.082833609,0.18057411,0.4868377,-0.74802261,6,True
6,0.23704061,-0.018253445,-0.092032542,0.4240817,0.43905166,-0.73257935,6,True
6,0.27653228,-0.017303056,-0.11259735,0.41237015,0.44817077,-0.73042307,6,True
6,0.27309334,-0.016306879,-0.10656349,-0.18428741,0.44933455,-0.73170016,6,True
6,0.27312421,-0.017458871,-0.10845636,-0.17615643,0.45032225,-0.73188471,6,True
6,0.27956222,-0.018423969,-0.10727023,-0.41272079,0.45140702,-0.73202877,6,True
6,0.27513503,-0.017166135,-0.10680643,-0.57710068,0.45100206,-0.731449,6,True
6,0.27208785,-0.016644148,-0.1097305,0.60662609,0.45154275,-0.73112179,6,True
6,0.27746478,-0.017293729,-0.10792833,-0.15967786,0.45265686,-0.73168329,6,True
6,0.27774895,-0.016500829,-0.10696389,0.47143952,0.45271154,-0.73150999,6,True
6,0.27624947,-0.016816651,-0.108248,0.65092712,0.45272821,-0.73120817,6,True
6,0.27502295,-0.016348379,-0.11167957,-0.45447204,0.45305275,-0.73144833,6,True
6,0.2779806,-0.016639031,-0.10894654,-0.09918051,0.45371496,-0.73240413,6,True
6,0.38819461,-0.026498983,-0.12520402,0.44226019,0.37163754,-0.78324067,6,True
6,0.2743189,-0.013299564,-0.12267933,0.40628752,0.34637564,-0.77176498,6,True
6,0.26545935,-0.015873545,-0.10411057,0.28614003,0.34576515,-0.77493676,6,True
6,0.2822208,-0.016710755,-0.10645931,0.1529429,0.34898599,-0.77602323,6,True
6,0.27857563,-0.019061822,-0.10558958,-0.77408358,0.34813353,-0.77518685,6,True
6,0.27154851,-0.016906273,-0.11077032,-0.56708139,0.3478848,-0.77457108,6,True
6,0.27500213,-0.017413307,-0.1075319,-0.86958105,0.3489848,-0.7753921,6,True
6,0.2783249,-0.017188714,-0.10757624,-0.18376249,0.34947006,-0.77542974,6,True
6,0.27728484,-0.015074352,-0.11210584,0.42584474,0.34935104,-0.77537583,6,True
6,0.26339038,-0.012954164,-0.13149682,-0.42972373,0.34997302,-0.77716965,6,True
6,0.26792103,-0.012901151,-0.13099221,-0.72707282,0.35346621,-0.78341846,6,True
6,0.28960037,-0.018752047,-0.10301694,0.015019728,0.35566476,-0.78836768,6,True
6,0.28256702,-0.019075035,-0.10077609,0.12180313,0.35330209,-0.78637692,6,True
6,0.27410339,-0.018854799,-0.1056521,-0.29083483,0.35182565,-0.78383446,6,True
6,0.27470623,-0.016328975,-0.11611221,-0.44160264,0.35228159,-0.78380624,6,True
6,0.28061952,-0.017043025,-0.097785029,-0.075167082,0.35291406,-0.78519386,6,True
1,0.30981822,0.018973135,-0.22977071,0.70116446,-0.70356794,0.30065467,2,False
1,0.31530213,0.0096245256,-0.12649852,0.58835301,-0.70938061,0.2986629,1,True
1,0.23654217,-0.028980422,-0.081958119,-0.72987315,-0.72048049,0.29081084,1,True
1,0.25894465,-0.033092873,-0.086625523,-0.81940925,-0.72467142,0.28772726,1,True
1,0.31489917,-0.009440584,-0.11530557,0.75202813,-0.72012158,0.29119914,1,True
1,0.28526353,-0.01559484,-0.15026421,0.81791802,-0.71162828,0.29705163,5,False
1,0.27117885,-0.024414814,-0.076558298,-0.66561123,-0.70595457,0.30091361,5,False
1,0.26983818,-0.0068118176,-0.046871327,-0.90097922,-0.70686649,0.29991612,5,False
1,0.26828041,-0.010635992,-0.13366128,0.55732173,-0.71803335,0.29169501,5,False
1,0.30149389,-0.016356243,-0.16291932,0.86716134,-0.72053215,0.29023176,1,True
1,0.30125824,-0.026468388,-0.09567862,-0.59939325,-0.71546535,0.29405484,1,True
1,0.26126791,-0.019673053,-0.081065756,-0.86526316,-0.71489786,0.29456316,5,False
1,0.24454307,0.0055263724,-0.12408811,0.54529245,-0.72186651,0.28989709,1,True
1,0.15294903,-0.072209998,-0.062104093,0.62934983,-0.72749807,0.28612249,2,False
1,0.24097672,-0.010768648,-0.045037944,-0.60480362,-0.7030615,0.30256728,1,True
1,0.32870164,0.0042758209,-0.14815554,0.62272925,-0.70577209,0.30033799,1,True
1,0.32358227,-0.0095039169,-0.15435148,0.67773925,-0.71827603,0.29221442,1,True
1,0.27405281,-0.032028967,-0.068393354,-0.92577421,-0.71777852,0.29276132,1,True
1,0.21887727,-0.030059532,-0.062951866,-0.8668628,-0.71181416,0.29653546,1,True
1,0.25774084,-0.0019189422,-0.11734196,0.79491227,-0.71320731,0.29519154,1,True
1,0.3368281,-0.0082662593,-0.14428377,0.77399564,-0.71928728,0.29069433,1,True
1,0.26969343,-0.028377013,-0.10925566,0.62605769,-0.721046,0.28941724,5,False
1,0.27904261,-0.022346328,-0.080195992,-0.32585799,-0.71703959,0.29235323,5,False
1,0.28871707,-0.022059937,-0.092008592,-0.53722494,-0.71339638,0.29504272,5,False
1,0.20695313,-0.019088642,-0.13685729,-0.4722756,-0.71902358,0.29101596,1,True
1,0.29920749,-0.062326925,-0.18545998,0.24504618,-0.70071389,0.30397889,2,False
1,0.34847354,-0.0096485871,-0.14158419,0.6694729,-0.66348905,0.33049842,1,True
3,0.34431699,0.0030405131,-0.12030033,-0.42743121,-0.77725655,0.25045922,1,False
3,0.34657832,-0.0001686568,-0.22156704,0.56931634,-0.79874241,0.23578943,3,True
3,0.19231393,-0.040654087,-0.088584112,-0.014386948,-0.81623151,0.22517598,1,False
3,0.30236888,0.0041652646,-0.045742949,0.14330388,-0.79887631,0.23713591,5,False
3,0.34479568,0.022601759,-0.14141207,-0.093860119,-0.7987682,0.23675444,3,True
3,0.29357733,-0.019038639,-0.086073791,-0.40001858,-0.82223687,0.22038038,5,False
3,0.19716007,-0.019162209,-0.026838684,0.062148009,-0.82854646,0.21509081,3,True
3,0.41263438,0.039116966,-0.082125432,-0.27225723,-0.78534155,0.2440437,3,True
3,0.29993307,-0.039028175,-0.17708119,0.30077104,-0.81740566,0.21826707,1,False
3,0.23857264,-0.012483377,-0.13161382,-0.022328081,-0.81524011,0.22209972,1,False
3,0.31730155,-0.037797116,-0.10178644,-0.19115076,-0.81218718,0.22604601,1,False
3,0.24327513,-0.025471445,-0.14244959,-0.6845717,-0.80182528,0.23413946,5,False
3,0.30951019,-0.0005252846,-0.12119459,-0.97105637,-0.79466485,0.24005476,5,False
3,0.35311396,0.013044226,-0.094245458,0.3550232,-0.81276901,0.22756752,1,False
3,0.47189804,-0.0081498091,-0.12199754,0.15094386,-0.79019326,0.24212928,3,True
3,0.2165925,-0.041673814,-0.13014707,0.064580386,-0.80752959,0.23001422,1,False
3,0.19080388,-0.052898342,-0.14679105,-0.7936555,-0.79425367,0.24034093,3,True
3,0.2795653,-0.015836022,-0.086282176,-0.44117027,-0.77695527,0.2522555,5,False
3,0.32759217,0.027262416,-0.012779191,-0.6194494,-0.77696574,0.25171353,5,False
3,0.26160157,-0.0096823471,-0.090156756,-0.51332874,-0.78943625,0.24050648,5,False
2,0.057515757,-0.18177382,-0.14532284,-0.32854654,-0.67171916,0.32469242,2,True
2,0.13143218,-0.039662861,-0.070934517,-0.45306611,-0.59329179,0.37851899,2,True
2,0.30718754,0.016916939,-0.054122652,-0.21518345,-0.55840399,0.40268834,5,False
2,0.35078106,0.0097202931,-0.064799583,-0.30146836,-0.56615753,0.39744714,2,True
2,0.34030433,-0.03843722,-0.099744903,-0.19282657,-0.59586224,0.37718886,2,True
2,0.25500567,-0.063988588,-0.12343137,0.65908266,-0.59685264,0.37655369,2,True
2,0.17119582,-0.021137662,-0.13423047,0.85712162,-0.57983939,0.38824415,2,True
2,0.21912894,0.0096091391,-0.10686277,0.76666773,-0.57958546,0.3883425,2,True
2,0.18721882,-0.058602246,-0.098772384,-0.45030956,-0.67626439,0.32090836,2,True
2,0.27812448,-0.011479969,-0.090823298,-0.21797748,-0.64302246,0.34447029,5,False
2,0.3218166,-0.022187663,-0.12447099,0.81176027,-0.62256754,0.35886359,2,True
2,0.33684254,-0.073423189,-0.14904305,-0.028789967,-0.60713729,0.36951317,2,True
2,0.30242875,-0.068381405,-0.13865195,-0.38940239,-0.59728871,0.37607482,2,True
2,0.25917503,-0.020752164,-0.094300295,0.88978158,-0.59591162,0.3769211,5,False
2,0.25051187,0.00065461459,-0.10111883,0.88736638,-0.59776037,0.37583657,2,True
2,0.24299312,0.017340346,-0.13407354,-0.3612305,-0.60436356,0.37130982,2,True
2,0.26318289,-0.077039412,-0.22165737,-0.59450934,-0.67682452,0.31932869,2,True
2,0.31513174,-0.066101424,-0.096456311,-0.77093293,-0.63496524,0.35027379,2,True
2,0.24051687,-0.07307847,-0.046031613,-0.62223525,-0.60367627,0.37157113,2,True
2,0.19290966,0.01235716,-0.12922075,0.84876438,-0.59662485,0.37677099,2,True
2,0.17507914,0.018752528,-0.17662829,-0.05654133,-0.60831183,0.36870184,2,True
2,0.3353217,0.0080488762,-0.13862451,0.15332083,-0.61348652,0.36499451,2,True
2,0.40090292,-0.028268927,-0.13623307,0.67245669,-0.61284198,0.36503055,2,True
2,0.3589574,-0.025846208,-0.10462048,-0.16876827,-0.61326507,0.36445636,2,True
5,0.27858727,-0.033730259,-0.12076517,-0.35951945,-0.84639561,0.18524531,5,True
5,0.27946201,-0.02580207,-0.12651279,0.11918509,-0.84130827,0.1919113,5,True
5,0.27609876,-0.014132088,-0.10695503,0.32497724,-0.84030637,0.19509577,5,True
5,0.27622401,-0.014864226,-0.10590434,-0.043383232,-0.84163276,0.19404361,5,True
5,0.27816633,-0.017123824,-0.11013534,0.42528914,-0.842277,0.19322207,5,True
5,0.27968988,-0.012684251,-0.10306924,-0.51156756,-0.84234213,0.19323285,5,True
5,0.27982712,-0.0068663352,-0.10017731,-0.52013992,-0.8428391,0.19164061,5,True
5,0.27672372,-0.0252458,-0.10343553,-0.27415774,-0.84591252,0.18831402,5,True
5,0.2701476,-0.032293235,-0.094055916,0.94551524,-0.84008533,0.19211049,5,True
5,0.27466131,-0.021235011,-0.11464522,0.1245903,-0.8290458,0.19850679,5,True
5,0.28052025,-0.026507684,-0.13872107,-0.94318423,-0.83045682,0.19909329,5,True
5,0.27466707,-0.018665776,-0.099998952,0.62328198,-0.83195358,0.20176773,5,True
5,0.28027188,-0.0097526255,-0.10100358,0.55490721,-0.83014414,0.20280973,5,True
5,0.27983718,-0.010076464,-0.10401966,-0.85848488,-0.83331138,0.19926517,5,True
5,0.28458557,0.0095601981,-0.12746582,-0.89063462,-0.83805746,0.19452695,5,True
5,0.27856919,-0.019879998,-0.11315545,0.90471536,-0.85111022,0.18615411,5,True
5,0.26931702,-0.036996104,-0.084908355,0.82851191,-0.84859031,0.1889719,5,True
5,0.28057475,-0.0048337983,-0.12165779,-0.96243788,-0.8380515,0.1951722,5,True
5,0.27965853,-0.015023502,-0.11669328,0.88753701,-0.84564977,0.19064185,5,True
5,0.27410158,-0.027390152,-0.10671327,-0.73651792,-0.84744108,0.19032537,5,True
5,0.27559097,-0.018287119,-0.10256655,-0.82353016,-0.8427212,0.1936157,5,True
5,0.2779731,-0.027119155,-0.12830872,-0.54661842,-0.7832917,0.24348481,5,True
5,0.27846527,-0.0079479166,-0.11234786,0.42631032,-0.78365432,0.24426024,5,True
5,0.28287244,-0.0051953674,-0.10608603,0.13440251,-0.7873571,0.24173594,5,True
5,0.28195184,-0.012192033,-0.11234669,0.037650078,-0.79391331,0.23704548,5,True
5,0.27959526,-0.010940888,-0.096645067,-0.62326887,-0.79778432,0.23441129,5,True
5,0.27768107,-0.023865235,-0.10819995,-0.73152884,-0.79987296,0.23227123,5,True
5,0.27702046,-0.015994672,-0.10774234,0.30047972,-0.79695795,0.23432297,5,True
5,0.27730208,-0.010748557,-0.10049486,0.60699351,-0.79759277,0.23376462,5,True
5,0.27860368,-0.02308838,-0.1259152,-0.76678537,-0.79999338,0.23170935,5,True
5,0.27892952,-0.019627474,-0.11090852,-0.66645803,-0.79850222,0.23371385,5,True
5,0.27243879,-0.020287849,-0.085935241,0.9351907,-0.79680559,0.23480276,5,True
5,0.27701277,-0.016070162,-0.10674439,0.2935547,-0.79316922,0.2361618,5,True
5,0.28180377,-0.0061384838,-0.11145702,-0.93881839,-0.79434503,0.23537523,5,True
5,0.27619962,-0.020466461,-0.11569381,0.64210632,-0.79993885,0.23165993,5,True
5,0.27641648,-0.025252575,-0.12592854,0.70890436,-0.79849276,0.23330799,5,True
5,0.27954799,-0.014418232,-0.10218333,0.0029551931,-0.79611396,0.23587066,5,True
5,0.27835122,-0.017424811,-0.099736836,0.85868492,-0.79697466,0.23492983,5,True
5,0.27567195,-0.018462003,-0.11646346,0.064326304,-0.7962005,0.2350652,5,True
5,0.27753099,-0.015711447,-0.11309967,0.86432684,-0.79614976,0.23552136,5,True
4,0.27016127,0.031369005,-0.16436733,-0.25906877,-0.52150832,-0.15593914,4,True
4,0.28893536,-0.013564182,-0.15178802,0.27102363,-0.50902573,-0.17875893,4,True
4,0.28676845,-0.018599248,-0.12046818,-0.070538935,-0.51782161,-0.17955776,4,True
4,0.27572708,-0.015256975,-0.11119416,-0.077748737,-0.52156955,-0.17894299,4,True
4,0.27808801,-0.014451017,-0.1136872,-0.10606292,-0.52123462,-0.17966037,4,True
4,0.28128644,-0.015873002,-0.11374254,-0.0079432745,-0.52110114,-0.18072636,4,True
4,0.27642462,-0.018625878,-0.10616474,0.0039941377,-0.5215742,-0.1813253,4,True
4,0.27536438,-0.017795054,-0.10584446,-0.32142614,-0.52205918,-0.18069832,4,True
4,0.27684305,-0.016619956,-0.10995826,-0.23435078,-0.52188626,-0.1802601,4,True
4,0.2776553,-0.017433358,-0.11096104,0.33521836,-0.52168417,-0.18059842,4,True
4,0.27626143,-0.015186892,-0.11308176,-0.25670371,-0.52230712,-0.18085327,4,True
4,0.27761252,-0.014202537,-0.11278808,-0.18529841,-0.5220978,-0.18180841,4,True
4,0.2800452,-0.017139063,-0.11049831,0.15988775,-0.52155303,-0.18292258,4,True
4,0.27960576,-0.019448815,-0.1063954,-0.012446468,-0.5222557,-0.18286803,4,True
4,0.28926591,-0.013797982,-0.15358009,-0.57286184,-0.79005503,0.054437253,4,True
4,0.26886864,0.0010471571,-0.10016867,-0.44964892,-0.80165109,0.049086503,4,True
4,0.28032599,-0.011133323,-0.11780607,-0.26549093,-0.79564686,0.04196908,4,True
4,0.28052762,-0.013769861,-0.11248533,-0.027542456,-0.79748511,0.039473848,4,True
4,0.27543425,-0.0098376632,-0.1044689,0.66294109,-0.79812847,0.037706036,4,True
4,0.27408581,-0.010861623,-0.10694494,0.58428509,-0.7947178,0.034759751,4,True
4,0.27494128,-0.018710939,-0.1032929,-0.26169844,-0.79211666,0.032708924,4,True
4,0.27569234,-0.015501772,-0.09851357,-0.14593714,-0.79037229,0.032931966,4,True
4,0.2789204,-0.013164953,-0.11103302,-0.058293467,-0.78713379,0.03204989,4,True
4,0.27900267,-0.01291681,-0.11458816,0.014679678,-0.78678308,0.03031642,4,True
4,0.27335027,-0.011304316,-0.10588304,0.12463554,-0.78685531,0.028289776,4,True
4,0.27688996,-0.015942488,-0.1102853,-0.49319746,-0.78480618,0.026043285,4,True
4,0.27604308,-0.016057144,-0.10706066,-0.48466058,-0.78521639,0.025510029,4,True
4,0.27632796,-0.0157962,-0.10752993,0.073304253,-0.78453017,0.024980556,4,True
4,0.27814281,-0.01634129,-0.10742058,0.067423444,-0.7836502,0.024340024,4,True
4,0.2758447,-0.015523439,-0.1078778,-0.27793643,-0.78338453,0.024038472,4,True
6,0.2622916,-0.013842243,-0.11636903,0.1892565,0.43472573,-0.72481429,6,True
6,0.26333579,-0.016996481,-0.10322986,0.27313403,0.43596074,-0.72755236,6,True
6,0.27865057,-0.01739076,-0.10738579,0.6104254,0.43998742,-0.72749398,6,True
6,0.27361378,-0.016966609,-0.1092245,0.11787481,0.43992648,-0.72725298,6,True
6,0.27519115,-0.016973343,-0.11067688,-0.8564908,0.44072434,-0.72785827,6,True
6,0.27733161,-0.017806038,-0.10695521,0.23408958,0.44135264,-0.72847057,6,True
6,0.28279573,-0.018027521,-0.10853879,0.40690575,0.4414241,-0.72810447,6,True
6,0.28252314,-0.017054211,-0.10856076,-0.72536426,0.44017245,-0.7277868,6,True
6,0.27634522,-0.018116367,-0.10419179,0.41025245,0.43909814,-0.72743022,6,True
6,0.27591272,-0.016736872,-0.10893456,0.7304958,0.43924842,-0.72667584,6,True
6,0.274924,-0.016393689,-0.10794926,0.052003445,0.43972631,-0.72694559,6,True
6,0.27801964,-0.017597684,-0.1068787,0.53442981,0.4403096,-0.72688955,6,True
6,0.27861789,-0.017599088,-0.10869452,-0.66746268,0.44012169,-0.72646926,6,True
6,0.27437626,-0.016890706,-0.1053007,-0.24812239,0.43991982,-0.72631109,6,True
6,0.2755412,-0.016939137,-0.1075085,0.94537916,0.44067229,-0.72594674,6,True
6,0.23230773,-0.013144884,-0.10945343,0.44391168,0.36158458,-0.72499422,6,True
6,0.27773845,-0.016136318,-0.10988735,0.57291766,0.37207606,-0.72937524,6,True
6,0.279534,-0.016459454,-0.10455091,-0.51908181,0.37273582,-0.72981573,6,True
6,0.27949226,-0.018268847,-0.10558118,-0.24969774,0.37230497,-0.72897129,6,True
6,0.28361523,-0.017549982,-0.11199369,-0.51520629,0.37163609,-0.72836187,6,True
6,0.27958313,-0.017257054,-0.1086912,-0.61567859,0.37026561,-0.72841718,6,True
6,0.27420558,-0.018494975,-0.10267062,-0.063380361,0.36981439,-0.72780711,6,True
6,0.27633845,-0.016135752,-0.10972645,-0.069781833,0.37035781,-0.72703145,6,True
6,0.27861694,-0.016481388,-0.10769264,0.46377254,0.37072572,-0.72778439,6,True
6,0.27801893,-0.017967047,-0.10609096,-0.030501593,0.370772,-0.7278123,6,True
6,0.27858677,-0.017506796,-0.10960958,-0.66192059,0.37071132,-0.72729221,6,True
6,0.2795951,-0.017654703,-0.10749925,0.50614519,0.37029029,-0.72703767,6,True
6,0.27765025,-0.015941246,-0.11171976,-0.19495752,0.36981788,-0.72663345,6,True
6,0.27712578,-0.016439466,-0.11172241,-0.47863222,0.36979526,-0.7276728,6,True
6,0.27929709,-0.017783466,-0.10513134,0.24510817,0.36974512,-0.72833514,6,True
6,0.27799997,-0.017198082,-0.10667161,-0.16927006,0.36951539,-0.72738946,6,True
6,0.28271017,-0.016632978,-0.11098923,-0.53074654,0.36927141,-0.72706552,6,True
1,0.25588817,-0.032539155,-0.067271514,0.41777431,-0.7676806,0.25202895,5,False
1,0.20972857,0.010376861,-0.080358316,0.28139874,-0.75552713,0.25856241,1,True
1,0.28896924,-0.020601578,-0.068854537,-0.88481439,-0.75843298,0.25590196,5,False
1,0.32096137,-0.033199754,-0.096353554,-0.82441246,-0.75812693,0.25609418,1,True
1,0.19841429,-0.0030120803,-0.11470391,-0.079833378,-0.75969786,0.25459325,1,True
1,0.30475234,-0.019391671,-0.13307811,0.28744322,-0.75914834,0.25368263,1,True
1,0.3104028,-0.0082692534,-0.11706297,0.93924229,-0.75729039,0.25482486,1,True
1,0.24647895,0.017070635,-0.079826427,0.16666204,-0.76444254,0.24947457,1,True
1,0.32290714,-0.0059477468,-0.069777453,-0.78984657,-0.77652561,0.23946444,1,True
1,0.27940903,-0.044280491,-0.10786972,-0.65682443,-0.78211042,0.23442571,1,True
1,0.20559292,-0.029083873,-0.13509277,0.72488286,-0.77500431,0.24088143,1,True
1,0.2925733,0.0030434991,-0.12022459,0.73683255,-0.76587535,0.24842158,5,False
1,0.35973321,-0.028556437,-0.13062,0.46733926,-0.76474858,0.2478462,1,True
1,0.2409014,-0.02479026,-0.1131304,-0.36434784,-0.76663707,0.24659567,1,True
1,0.26642533,-0.041893048,-0.095012276,-0.77773615,-0.76988614,0.24497059,1,True
1,0.23763972,-0.008817055,-0.12540219,-0.60465552,-0.7553244,0.25407346,1,True
1,0.31526722,0.016744875,-0.13809529,0.60308081,-0.75098575,0.25715478,1,True
1,0.33802434,-0.022080048,-0.13037514,0.61367141,-0.76026886,0.25064012,1,True
1,0.2167391,-0.018151267,-0.10698096,-0.27872981,-0.76391224,0.24785594,1,True
1,0.30318671,-0.019500337,-0.069768607,-0.90999276,-0.76354984,0.24911369,1,True
1,0.32689322,-0.039629227,-0.082177801,-0.88128895,-0.76114416,0.25096186,1,True
1,0.17696686,-0.0079612339,-0.13253462,0.55226244,-0.75906681,0.25155171,1,True
1,0.29397044,0.01061652,-0.12399353,0.83255061,-0.76078636,0.25089064,5,False
1,0.37150846,-0.039469687,-0.11985877,0.49294021,-0.76198391,0.24994054,1,True
1,0.21318282,-0.030435998,-0.1212404,-0.5166723,-0.75585684,0.25358941,1,True
1,0.23655417,0.009313786,-0.063558557,-0.71706356,-0.75370657,0.25592946,1,True
1,0.34280952,-0.02227099,-0.087930115,0.40306928,-0.75810308,0.25278384,1,True
1,0.25737625,-0.029885821,-0.12406517,-0.53035121,-0.76201796,0.24985067,5,False
1,0.24903861,-0.021118537,-0.12493361,-0.038658397,-0.76675099,0.24612186,1,True
3,0.38732286,-0.027284818,-0.12937495,-0.070090066,-0.79426945,0.22201644,3,True
3,0.28710314,-0.038810227,-0.12632677,0.03963752,-0.79724667,0.22028166,1,False
3,0.27043983,-0.0035180632,-0.14118725,0.75859304,-0.79074041,0.2265248,5,False
3,0.15280558,0.00088675406,-0.13205094,-0.39555939,-0.79740698,0.22362786,3,True
3,0.19715247,-0.0045553168,-0.11479304,-0.91520059,-0.79363964,0.22664999,3,True
3,0.35097585,-0.01556374,-0.082074331,0.38599781,-0.78931564,0.22841867,1,False
3,0.31821563,-0.047749831,-0.10383519,-0.80985579,-0.79214046,0.22514821,1,False
3,0.32502895,-0.0099740637,-0.086967064,-0.94887759,-0.78826066,0.22880614,1,False
3,0.3016321,0.017162266,-0.081646653,0.87214084,-0.79388942,0.22173146,5,False
3,0.284561,-0.024567368,-0.13999271,0.36483141,-0.80511869,0.20871586,5,False
2,0.31257091,-0.094590376,-0.26350513,-0.24819826,-0.70663455,0.28387571,2,True
